外催机构	案件号	委外催收方式	姓名	卡号	账号	城市（分行号）	交易日期	还款金额	业绩金额	当天委案剩余金额	系统当前余额	委托日期	是否满意	手数	币种	还款类型	案件来源	交易描述	委案时拖欠周期	实际委案金额	还款天数	特殊账户标记	美元汇率	换算后业绩金额	共债标识	数据日期	入账日期
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20180225	200	200	48582.09	61667.62	20161114	否	1	人民币元	正常还款		信用卡还款	M7	55382.09	10311	N	635.31	200		20180226	25-2月-18
云南省分行	120150304107818077	司法诉讼	章中阳	4349100594389082	0590011130127376646	059	20180225	10	10	242612.23	269967.84	20170615	否	1	人民币元	正常还款		招商银行股份有限公司	M7	242742.23	810	N	635.31	10		20180226	25-2月-18
云南省分行	120150827122439109	司法诉讼	徐晓茜	6222530599182701	0590011130118259651	059	20180225	100	100	88938.54	98581.68	20170705	否	1	人民币元	正常还款		信用卡还款	M7	90338.54	720	N	635.31	100		20180226	25-2月-18
云南省分行	120150408110989792	司法诉讼	厉慧慧	6222520592936997	0590011130108648012	059	20180225	1	1	18771.93	21166.53	20170615	否	1	人民币元	正常还款		信用卡还款	M7	18776.93	810	N	635.31	1		20180226	25-2月-18
云南省分行	120151022127358680	司法诉讼	杜丹丹	6222530594386414	0590011130108520226	059	20180225	20	20	48160.12	50323.01	20171205	否	1	人民币元	正常还款		信用卡还款	M7	48240.12	220	N	635.31	20		20180226	25-2月-18
云南省分行	120130303055359975	司法诉讼	陈洪添	5201690598882151	0590011130090411946	059	20180223	20	20	21469.06	37790.05	20141110	否	1	人民币元	正常还款		信用卡还款	M7	21589.06	30313	Y	635.31	20		20180225	24-2月-18
云南省分行	120140528085776224	司法诉讼	洪良基	5218990596683507	0590011130117948553	059	20180223	20	20	29454.39	40594.69	20160408	否	1	人民币元	正常还款		中国建设银行股份有限公司总行	M7	29494.39	11015	Y	635.31	20		20180225	24-2月-18
云南省分行	120140909093602758	司法诉讼	杨思敏	6222520595852860	0590011130101913455	059	20180224	6954	6899.84	0	-54.16	20160816	满意	1	人民币元	正常还款		云南省农村信用社联合社	M7	6899.84	10608	Y	635.31	6899.84		20180225	24-2月-18
云南省分行	120140105075444344	司法诉讼	柳雪花	6222520591782491	0590011130085089956	059	20180224	800	800	22929.74	32619.15	20160408	否	1	人民币元	正常还款		自助设备还款－同城	M7	24929.74	11016	Y	635.31	800		20180225	24-2月-18
云南省分行	120121122049786631	司法诉讼	曾得琼	6222530594983087	0590011130077379434	059	20180224	88	88	16317.65	29951.86	20141110	否	1	人民币元	正常还款		信用卡还款	M7	16405.65	30314	Y	635.31	88		20180225	24-2月-18
云南省分行	120110912029245763	司法诉讼	杨彬	6222520590633307	0590011130070462853	059	20180224	3	3	7367.63	16641.37	20130620	否	1	人民币元	正常还款		信用卡还款	M7	7378.63	40804	Y	635.31	3		20180225	24-2月-18
云南省分行	120160108133815813	司法诉讼	牟诹强	5201690593882198	0590011130137090844	059	20180223	100	100	55897.16	57476.29	20180104	否	1	人民币元	正常还款		中国工商银行	M7	55997.16	119	Y	635.23	100		20180224	23-2月-18
云南省分行	120150222106956667	司法诉讼	贺春霞	4349100594088387	0590011130136560776	059	20180223	10	10	55186.41	58760.68	20171009	否	1	人民币元	正常还款		信用卡还款	M7	55201.41	414	N	635.23	10		20180224	23-2月-18
云南省分行	120150222106956667	司法诉讼	贺春霞	6222530595989604	0590011130114818023	059	20180223	10	10	23268.1	25104.44	20171009	否	1	人民币元	正常还款		信用卡还款	M7	23283.1	414	N	635.23	10		20180224	23-2月-18
云南省分行	120131115072219873	司法诉讼	周芪伽	6222520594553733	0590011130108699281	059	20180223	1	1	0	-97.96	20160527	满意	1	人民币元	正常还款		信用卡还款	M7	20764.04	10827	Y	635.23	1		20180224	23-2月-18
云南省分行	120131115072219873	司法诉讼	周芪伽	6222520594553733	0590011130108699281	059	20180223	1	1	0	-97.96	20160527	满意	1	人民币元	正常还款		信用卡还款	M7	20764.04	10827	Y	635.23	1		20180224	23-2月-18
云南省分行	120131115072219873	司法诉讼	周芪伽	6222520594553733	0590011130108699281	059	20180223	20860	20762.04	0	-97.96	20160527	满意	1	人民币元	正常还款		现金还款－同城	M7	20764.04	10827	Y	635.23	20762.04		20180224	23-2月-18
云南省分行	120121109049153670	司法诉讼	杨明	6222520594052280	0590011130104973612	059	20180223	200	200	9921.51	19385.02	20140515	否	1	人民币元	正常还款		信用卡还款	M7	10321.51	30908	Y	635.23	200		20180224	23-2月-18
云南省分行	120150110103652369	司法诉讼	林剑雄	6222530595089264	0590011130127704735	059	20180221	10	10	21290.73	26635.55	20161114	否	1	人民币元	正常还款		云南省农村信用社联合社	M7	21440.73	10307	N	635.67	10		20180223	22-2月-18
云南省分行	120150903122736701	司法诉讼	李万良	5201690599883893	0590011130066181921	059	20180222	200	200	58907.79	61560.02	20171106	否	1	人民币元	正常还款		信用卡还款	M7	59457.79	316	N	637.79	200		20180223	22-2月-18
云南省分行	120141126099791080	司法诉讼	金晶	6222530591785402	0590011130119546388	059	20180221	5	5	98879.83	121657.98	20161114	否	1	人民币元	正常还款		信用卡还款	M7	98964.83	10307	N	635.67	5		20180222	21-2月-18
云南省分行	120150506113401981	司法诉讼	李超	5201690593786951	0590011130088585016	059	20180219	100	100	21321.66	23877.54	20170615	否	1	人民币元	正常还款		信用卡还款	M7	22521.66	804	N	635.67	100		20180221	20-2月-18
云南省分行	120141218101807189	司法诉讼	张建洪	6222520593251248	0590011130122090527	059	20180220	500	500	14095.35	18145.71	20161114	否	1	人民币元	正常还款		信用卡还款	M7	16585.35	10306	Y	635.67	500		20180221	20-2月-18
云南省分行	120151003125620383	司法诉讼	李建成	6222530597384044	0590011130111864413	059	20180220	1	1	38332.15	38332.15	20180205	否	1	人民币元	正常还款		信用卡还款	M7	38335.15	15	N	635.67	1		20180221	20-2月-18
云南省分行	120140806090954710	司法诉讼	陈焕欢	5201690592488088	0590011130088586651	059	20180220	1	1	46135.44	59912.6	20160816	否	1	人民币元	正常还款		信用卡还款	M7	46158.44	10604	N	635.67	1		20180221	20-2月-18
云南省分行	120141111098610213	司法诉讼	余朝宪	5218990595888222	0590011130124523653	059	20180219	100	100	7195.5	9129.22	20161114	否	1	人民币元	正常还款		信用卡还款	M7	7945.5	10305	Y	635.67	100		20180220	19-2月-18
云南省分行	120141211101229491	司法诉讼	番琳	6222520590461873	0590011130057000773	059	20180219	100	100	12803.88	15995.87	20161114	否	1	人民币元	正常还款		信用卡还款	M7	13903.88	10305	N	635.67	100		20180220	19-2月-18
云南省分行	120141122099418997	司法诉讼	刘寒琦	5218990591255608	0590011130032506545	059	20180219	10	10	12741.41	16482.78	20160816	否	1	人民币元	正常还款		信用卡还款	M7	12801.41	10603	Y	635.67	10		20180220	19-2月-18
云南省分行	120141020096898688	司法诉讼	浦红伍	6222520596053401	0590011130113476128	059	20180218	3930	3930	0	59.68	20160816	否	1	人民币元	正常还款		信用卡还款	M7	5930	10602	Y	635.67	3930		20180219	18-2月-18
云南省分行	120141109098483564	司法诉讼	高溪桢	6222520595336484	0590011130101611486	059	20180218	25	25	22383.02	27968.72	20161114	否	1	人民币元	正常还款		信用卡还款	M7	22617.02	10304	N	635.67	25		20180219	18-2月-18
云南省分行	120141022096957019	司法诉讼	杨德高	6222530595486098	0590011130108552035	059	20180216	50	50	38053.7	49271.12	20160816	否	1	人民币元	正常还款		信用卡还款	M7	38953.7	10600	N	635.67	50		20180218	17-2月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20180217	50	50	38744.13	48150.64	20161114	否	1	人民币元	正常还款		信用卡还款	M7	40494.13	10303	N	635.67	50		20180218	17-2月-18
云南省分行	120140624087814632	司法诉讼	王磊	6222520595331154	0590011130127854637	059	20180216	10	10	15087.03	20473.79	20160408	否	1	人民币元	正常还款		信用卡还款	M7	15127.03	11008	Y	635.66	10		20180217	16-2月-18
云南省分行	120141218101807189	司法诉讼	张建洪	6222520593251248	0590011130122090527	059	20180216	1990	1990	14595.35	18360.1	20161114	否	1	人民币元	正常还款		信用卡还款	M7	16585.35	10302	Y	635.66	1990		20180217	16-2月-18
云南省分行	120130223055076577	司法诉讼	李皎	6222520590755084	0590011130106038922	059	20180216	300	300	8804.96	18619.1	20141110	否	1	人民币元	正常还款		信用卡还款	M7	12604.96	30306	Y	635.66	300		20180217	16-2月-18
云南省分行	120100131011081859	司法诉讼	杨韶清	4581230590197416	0590011130013803811	059	20180216	200	200	2291.82	10264.22	20100121	否	1	人民币元	正常还款		信用卡还款	M6	5741.82	80026	Y	635.66	200		20180217	16-2月-18
云南省分行	120151003125620383	司法诉讼	李建成	6222530597384044	0590011130111864413	059	20180215	1	1	38333.15	38333.15	20180205	否	1	人民币元	正常还款		信用卡还款	M7	38335.15	10	N	635.67	1		20180216	15-2月-18
云南省分行	120150617116793117	报公安	高望	6226560592885188	0590011130106615197	059	20180215	30	30	311265.05	473661.74	20151014	否	1	人民币元	正常还款		信用卡还款	M3	313355.05	20401	N	635.67	30		20180216	15-2月-18
云南省分行	120150717119257009	司法诉讼	马明青	6222520596880571	0590011130101686615	059	20180214	30	30	47709	49036.42	20171205	否	1	人民币元	正常还款		信用卡还款	M7	47799	209	N	635.92	30		20180215	14-2月-18
云南省分行	120140404081767644	司法诉讼	戴建伟	6222530591480350	0590011130094170488	059	20180214	100	100	249152.35	329456.15	20160527	否	1	人民币元	正常还款		自助设备还款－同城	M7	251252.35	10818	N	635.92	100		20180215	14-2月-18
云南省分行	120140903093011215	司法诉讼	李红艳	6222530598281751	0590011130091869441	059	20180214	100	100	51036.36	64659.64	20160816	否	1	人民币元	正常还款		信用卡还款	M7	52836.36	10529	N	635.92	100		20180215	14-2月-18
云南省分行	120160109133868480	司法诉讼	王镨	6222530590121302	0590011130049866681	059	20180214	200	200	42089.56	42714.14	20180205	否	1	人民币元	正常还款		信用卡还款	M7	42289.56	9	N	635.92	200		20180215	14-2月-18
云南省分行	120160320007100567	司法诉讼	李贤	5229640592981382	0590011130120866434	059	20180213	100	100	462142.48	627705.79	20160603	否	1	人民币元	正常还款		中国光大银行	M3	665342.48	10810	N	636.28	100		20180214	13-2月-18
云南省分行	120140906093347874	司法诉讼	叶庭	6222520596681250	0590011130078368253	059	20180213	50	50	6968.27	9180.26	20160816	否	1	人民币元	正常还款		信用卡还款	M7	7318.27	10528	Y	636.28	50		20180214	13-2月-18
云南省分行	120150905122954406	司法诉讼	梁河山	6222530590187386	0590011130055119612	059	20180213	300	300	92858	99911.63	20170905	否	2	人民币元	正常还款		招商银行股份有限公司	M7	94558	508	N	636.28	300		20180214	13-2月-18
云南省分行	120150211106248988	司法诉讼	许俊萍	6222530592782895	0590011130110791392	059	20180211	50	50	66012.1	81894.94	20161114	否	1	人民币元	正常还款		信用卡还款	M7	67252.1	10227	N	631.9	50		20180213	12-2月-18
云南省分行	120160209136731541	报公安	冯元艺	6222520597556451	0590011130106602713	059	20180211	100	100	8785.66	12042.97	20160623	否	1	人民币元	正常还款	M4-高	信用卡还款	M4	12385.66	10718	N	631.9	100		20180213	12-2月-18
云南省分行	120140920094539290	司法诉讼	李安华	4349100595589284	0590011130123405714	059	20180212	50	50	81407.57	102694.24	20160906	否	1	人民币元	正常还款		信用卡还款	M7	83007.57	10506	N	634.44	50		20180213	12-2月-18
云南省分行	120131114072167731	司法诉讼	岑兴明	6222520594155406	0590011130113972364	059	20180212	7500	6986.56	0	-513.44	20150813	满意	1	人民币元	正常还款		自助设备还款－同城	M7	12486.56	20530	Y	634.44	6986.56		20180213	12-2月-18
云南省分行	120131031070923783	司法诉讼	刘海富	6222520599987175	0590011130102555461	059	20180212	500	500	3844.08	5912.83	20160408	否	1	人民币元	正常还款		信用卡还款	M7	8104.08	11004	Y	634.44	500		20180213	12-2月-18
云南省分行	120150204105378803	司法诉讼	梁学成	6222530590263849	0590011130064376441	059	20180212	12	12	34543.33	42795.75	20161114	否	1	人民币元	正常还款		信用卡还款	M7	34851.33	10228	N	634.44	12		20180213	12-2月-18
云南省分行	120140817091868927	司法诉讼	范茂福	6222530590220120	0590011130058040634	059	20180212	687.06	687.06	2614.31	4802.72	20160906	否	1	人民币元	正常还款		部分自动还款成功 ( 宽限期还款	M7	12994.89	10506	Y	634.44	687.06		20180213	12-2月-18
云南省分行	120110912029245763	司法诉讼	杨彬	6222520590633307	0590011130070462853	059	20180210	2	2	7370.63	16644.37	20130620	否	1	人民币元	正常还款		信用卡还款	M7	7378.63	40720	Y	631.9	2		20180212	11-2月-18
云南省分行	120150331110173422	司法诉讼	钱家文	5218990599686150	0590011130088407968	059	20180211	10	10	6553.04	7378.84	20170615	否	1	人民币元	正常还款		招商银行股份有限公司	M7	6563.04	726	Y	631.9	10		20180212	11-2月-18
云南省分行	120131016070088642	司法诉讼	朱树章	6222520592884981	0590011130073994255	059	20180211	200	200	7354.14	9856.66	20160527	否	1	人民币元	正常还款		自助设备还款－同城	M7	7554.14	10815	Y	631.9	200		20180212	11-2月-18
云南省分行	120140517084924064	司法诉讼	孟欢	5218990596584226	0590011130058000436	059	20180211	2000	2000	1009.73	3988.56	20160906	否	1	人民币元	正常还款		信用卡还款	M7	14009.73	10505	N	631.9	2000		20180212	11-2月-18
云南省分行	120140817091868927	司法诉讼	范茂福	6222530590220120	0590011130058040634	059	20180210	181.73	181.73	3301.37	5489.78	20160906	否	1	人民币元	正常还款		部分自动还款成功 ( 到期还款日?	M7	12994.89	10504	Y	631.9	181.73		20180211	10-2月-18
云南省分行	120131216074304048	司法诉讼	普鹰	6222520596450250	0590011130072432573	059	20180210	3000	3000	3465.16	5025.82	20161114	否	1	人民币元	正常还款		信用卡还款	M7	6892.16	10226	Y	631.9	3000		20180211	10-2月-18
云南省分行	120151014126724600	司法诉讼	袁志冲	4349100592687081	0590011130150309731	059	20180210	32886	32886	0	29574.22	20151023	否	1	人民币元	正常还款		招商银行股份有限公司	M0	105403	20318	N	631.9	32886		20180211	10-2月-18
云南省分行	120131114072167731	司法诉讼	岑兴明	6222520594155406	0590011130113972364	059	20180210	3000	3000	2772.91	6986.56	20150813	否	1	人民币元	正常还款		自助设备还款－同城	M7	8272.91	20528	Y	631.9	3000		20180211	10-2月-18
云南省分行	120140225079164878	司法诉讼	王铁军	6222530599286569	0590011130112026975	059	20180210	100	100	33133.6	48191.06	20160114	否	1	人民币元	正常还款		信用卡还款	M7	35533.6	20027	N	631.9	100		20180211	10-2月-18
云南省分行	120140603085952720	司法诉讼	袁令	6222520592484410	0590011130098924293	059	20180208	8	8	54225.81	74294.52	20160408	否	1	人民币元	正常还款		信用卡还款	M7	54531.81	11000	N	633.7	8		20180210	09-2月-18
云南省分行	120151118129462366	司法诉讼	杨健	5229640593582981	0590011130072276916	059	20180208	100	100	99109.4	143426.61	20151218	否	1	人民币元	正常还款		招商银行股份有限公司	M2	105149.4	20121	N	633.7	100		20180210	09-2月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20180209	200	200	48782.09	61867.62	20161114	否	1	人民币元	正常还款		信用卡还款	M7	55382.09	10225	N	631.49	200		20180210	09-2月-18
云南省分行	120140628088138872	司法诉讼	胡晓红	6222530599481004	0590011130118347316	059	20180209	5000	5000	5282.24	9759.13	20160527	否	1	人民币元	正常还款		信用卡还款	M7	14562.24	10813	Y	631.49	5000		20180210	09-2月-18
云南省分行	120140929095208038	司法诉讼	董玲	6222520592084764	0590011130095471984	059	20180209	50	50	13757.43	18081.96	20160816	否	1	人民币元	正常还款		信用卡还款	M7	14407.43	10524	Y	631.49	50		20180210	09-2月-18
云南省分行	120120603040299692	司法诉讼	李晓辉	6222520592786228	0590011130094040411	059	20180208	4206.25	0	0	0	20131017	满意	1	人民币元	贷方调整		结案类核销	M7	7793.75	40322	Y	633.7	0		20180209	08-2月-18
云南省分行	120140122076776453	司法诉讼	王宇生	6222520598280523	0590011130092694299	059	20180208	3806.91	0	0	0	20160222	满意	1	人民币元	贷方调整		结案类核销	M7	3640.7	11115	Y	633.7	0		20180209	08-2月-18
云南省分行	120140216078497404	司法诉讼	蓝雷英	6222530590386327	0590011130121047976	059	20180207	25	25	42273.99	59015.18	20160408	否	1	人民币元	正常还款		中国工商银行	M7	42375.99	10929	Y	628.09	25		20180209	08-2月-18
云南省分行	120130804065101634	司法诉讼	李嘉	6222530592180652	0590011130093558375	059	20180207	100	100	42260.03	58791.78	20160408	否	1	人民币元	正常还款		招商银行股份有限公司	M7	43960.03	10929	Y	628.09	100		20180209	08-2月-18
云南省分行	120140120076668951	司法诉讼	李树波	5218990590432323	0590011130013032366	059	20180207	200	200	4112.04	5424.58	20161114	否	1	人民币元	正常还款		信用卡还款	M7	6412.04	10223	Y	628.09	200		20180208	07-2月-18
云南省分行	120151003125620383	司法诉讼	李建成	6222530597384044	0590011130111864413	059	20180207	1	1	38334.15	38334.15	20180205	否	1	人民币元	正常还款		信用卡还款	M7	38335.15	2	N	628.09	1		20180208	07-2月-18
云南省分行	120140413082483022	司法诉讼	石鹏	6222520592958728	0590011130115338015	059	20180206	5780	5780	0	10.29	20160527	否	1	人民币元	正常还款		中国建设银行股份有限公司总行	M7	15780	10810	Y	629.11	5780		20180207	06-2月-18
云南省分行	120150827122439109	司法诉讼	徐晓茜	6222530599182701	0590011130118259651	059	20180206	200	200	89038.54	98681.68	20170705	否	1	人民币元	正常还款		信用卡还款	M7	90338.54	701	N	629.11	200		20180207	06-2月-18
云南省分行	120140413082483022	司法诉讼	石鹏	6222520592958728	0590011130115338015	059	20180206	10000	10000	0	10.29	20160527	否	1	人民币元	正常还款		自助设备还款－同城	M7	15780	10810	Y	629.11	10000		20180207	06-2月-18
云南省分行	120140611086703865	司法诉讼	周崇斌	6222520590717027	0590011130073511919	059	20180205	5	5	9373.09	12002.72	20160816	否	1	人民币元	正常还款		信用卡还款	M7	9463.09	10520	N	630.34	5		20180206	05-2月-18
云南省分行	120140812091438883	司法诉讼	邓文丽	5218990595088187	0590011130000184171	059	20180205	47.83	47.83	111778.45	147846.59	20160527	否	1	人民币元	正常还款		部分自动还款成功 ( 到期还款日?	M7	111826.28	10809	N	630.34	47.83		20180206	05-2月-18
云南省分行	120150125104766523	司法诉讼	谭艳美	6222520599956170	0590011130123825285	059	20180205	10	10	6577.02	7407.02	20170615	否	1	人民币元	正常还款		信用卡还款	M7	6647.02	720	Y	630.34	10		20180206	05-2月-18
云南省分行	120150125104766523	司法诉讼	谭艳美	6222530592188929	0590011130123825016	059	20180205	10	10	9787.33	11062.5	20170615	否	1	人民币元	正常还款		信用卡还款	M7	9887.33	720	Y	630.34	10		20180206	05-2月-18
云南省分行	120140504083848404	司法诉讼	高云艳	4349100596880484	0590011130120169614	059	20180205	20000	20000	16352.96	27039.85	20160906	否	1	人民币元	正常还款		现金还款－同城	M7	42352.96	10429	Y	630.34	20000		20180206	05-2月-18
云南省分行	120150409111167550	司法诉讼	赵银兰	6222530596585096	0590011130104326372	059	20180205	100	100	26307.91	29163.73	20170615	否	1	人民币元	正常还款		信用卡还款	M7	27207.91	720	N	630.34	100		20180206	05-2月-18
云南省分行	120140423083231638	司法诉讼	刘彦靖	6222530599485831	0590011130101566513	059	20180205	200	200	17019.99	24154.94	20160222	否	1	人民币元	正常还款		自助设备还款－同城	M7	17419.99	11112	Y	630.34	200		20180206	05-2月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20180204	200	200	48982.09	62067.62	20161114	否	1	人民币元	正常还款		信用卡还款	M7	55382.09	10220	N	631.72	200		20180205	04-2月-18
云南省分行	120140411082374273	司法诉讼	孙平	6222520592758938	0590011130110277781	059	20180204	6.4	6.4	6489.11	8029.07	20160816	否	1	人民币元	正常还款		部分自动还款成功 ( 到期还款日?	M7	6497.55	10519	Y	631.72	6.4		20180205	04-2月-18
云南省分行	120140805090811945	司法诉讼	陈焕昌	5201690591180181	0590011130088138843	059	20180203	1	1	18090.54	22450.03	20160906	否	1	人民币元	正常还款		信用卡还款	M7	18109.54	10427	Y	631.72	1		20180204	03-2月-18
云南省分行	120100131011033469	司法诉讼	周骏	4581230590153849	0590011130010757623	059	20180203	9900	9900	0	-151.38	20100613	满意	0	人民币元	正常还款		自助设备还款－同城	M7	17548.62	70720	Y	631.72	9900		20180204	03-2月-18
云南省分行	120100131011033469	司法诉讼	周骏	4581230590153849	0590011130010757623	059	20180203	2900	2900	0	-151.38	20100613	满意	0	人民币元	正常还款		自助设备还款－同城	M7	17548.62	70720	Y	631.72	2900		20180204	03-2月-18
云南省分行	120100131011033469	司法诉讼	周骏	4581230590153849	0590011130010757623	059	20180203	4900	4748.62	0	-151.38	20100613	满意	0	人民币元	正常还款		自助设备还款－同城	M7	17548.62	70720	Y	631.72	4748.62		20180204	03-2月-18
云南省分行	120150703117821858	司法诉讼	周琴	6222530597786594	0590011130110892328	059	20180203	100	100	47841.26	49303.08	20171205	否	1	人民币元	正常还款		信用卡还款	M7	48041.26	129	N	631.72	100		20180204	03-2月-18
云南省分行	120150717119289738	报公安	董祥	5201690596683999	0590011130032907747	059	20180201	150	150	43509.59	66005.2	20151112	否	1	人民币元	正常还款		云南省农村信用社联合社	M4	55784.59	20219	N	631.19	150		20180203	02-2月-18
云南省分行	120150905123059040	司法诉讼	王建文	6222530598887516	0590011130136891439	059	20180201	100	100	41840.41	42471.3	20180104	否	1	人民币元	正常还款		中国银行总行	M7	41940.41	28	N	631.19	100		20180203	02-2月-18
云南省分行	120140824092391798	报公安	邓享丽	6222530591283127	0590011130123011456	059	20180202	100	100	32882.1	55595.58	20141224	否	1	人民币元	正常还款		信用卡还款	M5	36982.1	30109	Y	630.09	100		20180203	02-2月-18
云南省分行	120121109049152945	司法诉讼	陈标	6222520592183970	0590011130103351367	059	20180202	210	210	6318.93	13204.62	20140515	否	1	人民币元	正常还款		信用卡还款	M7	8968.93	30818	Y	630.09	210		20180203	02-2月-18
云南省分行	120141119099265485	司法诉讼	李黎	6282180590037756	0590011130036003616	059	20180202	100	100	18025.27	23827.56	20160816	否	1	人民币元	正常还款		信用卡还款	M7	19525.27	10517	Y	630.09	100		20180203	02-2月-18
云南省分行	120130612061638782	司法诉讼	王勇	5201690596581789	0590011130024508551	059	20180202	5	5	21069.15	32173.47	20151013	否	1	人民币元	正常还款		信用卡还款	M7	21902.25	20320	Y	630.09	5		20180203	02-2月-18
云南省分行	120150407110888756	司法诉讼	杨琳	6222530590144452	0590011130051551827	059	20180131	200	200	136526.32	150709.29	20170615	否	1	人民币元	正常还款		信用卡还款	M7	137526.32	716	N	630.41	200		20180202	01-2月-18
云南省分行	120131031070923783	司法诉讼	刘海富	6222520599987175	0590011130102555461	059	20180201	50	50	4344.08	6462.83	20160408	否	1	人民币元	正常还款		信用卡还款	M7	8104.08	10923	Y	631.19	50		20180202	01-2月-18
云南省分行	120141006095692964	司法诉讼	罗兴琼	5201690599289950	0590011130086856715	059	20180201	100	100	23234.34	29682.25	20160816	否	1	人民币元	正常还款		信用卡还款	M7	24034.34	10516	Y	631.19	100		20180202	01-2月-18
云南省分行	120140317080718496	司法诉讼	刘征	4581240590135092	0590011130060165146	059	20180201	10	10	33562.28	43249.57	20160906	否	1	人民币元	正常还款		信用卡还款	M7	33592.28	10425	Y	631.19	10		20180202	01-2月-18
云南省分行	120140209077893258	司法诉讼	杨金	5218990597684900	0590011130055603813	059	20180201	200	200	15590.98	19374.35	20161114	否	1	人民币元	正常还款		信用卡还款	M7	18590.98	10217	N	631.19	200		20180202	01-2月-18
云南省分行	120140113076094750	司法诉讼	吴鑫	6222530590149030	0590011130051910948	059	20180201	10	10	41234.54	57373.24	20160408	否	1	人民币元	正常还款		信用卡还款	M7	41404.54	10923	Y	631.19	10		20180202	01-2月-18
云南省分行	120150824122254425	司法诉讼	胡蓉	5229640591085581	0590011130134245858	059	20180201	20	20	284191.55	297117.24	20171106	否	1	人民币元	正常还款		云南省农村信用社联合社	M7	284296.55	225	N	631.19	20		20180202	01-2月-18
云南省分行	120150704117884933	司法诉讼	张志刚	5201690599085937	0590011130132697744	059	20180130	30	30	49882.68	50616.57	20171205	否	1	人民币元	正常还款		中国工商银行	M7	49962.68	125	N	635.28	30		20180201	31-1月-18
云南省分行	120150523114807566	司法诉讼	王章燕	6222530593785731	0590011130102940532	059	20180131	50	50	58430.08	61076.73	20171106	否	1	人民币元	正常还款		中国建设银行股份有限公司总行	M7	58530.08	225	N	630.41	50		20180201	31-1月-18
云南省分行	120140710088994559	司法诉讼	李宗达	6222520596537783	0590011130055002449	059	20180131	100	100	2959.71	4073.82	20160816	否	1	人民币元	正常还款		云南省农村信用社联合社	M7	4764.71	10515	N	630.41	100		20180201	31-1月-18
云南省分行	120150602115268322	司法诉讼	董吉祥	5201690598084931	0590011130132725361	059	20180131	500	500	48988.56	49746.63	20171205	否	1	人民币元	正常还款		中国工商银行	M7	49988.56	126	Y	630.41	500		20180201	31-1月-18
云南省分行	120140312080272303	司法诉讼	张?珂	5201690590257634	0590011130045230095	059	20180130	300	300	29796.24	39919.63	20160527	否	1	人民币元	正常还款		信用卡还款	M7	32696.24	10803	N	635.28	300		20180131	30-1月-18
云南省分行	120150304107818077	司法诉讼	章中阳	4349100594389082	0590011130127376646	059	20180130	10	10	242622.23	266331.59	20170615	否	1	人民币元	正常还款		招商银行股份有限公司	M7	242742.23	715	N	635.28	10		20180131	30-1月-18
云南省分行	120130615061891973	司法诉讼	罗福权	6222530596688106	0590011130104783344	059	20180130	100	100	22511.12	34792.71	20151013	否	1	人民币元	正常还款		信用卡还款	M7	24911.12	20317	Y	635.28	100		20180131	30-1月-18
云南省分行	120120909045644356	司法诉讼	申哲睿	6222520590519795	0590011130058891971	059	20180130	300	300	0	3341.5	20140311	否	1	人民币元	正常还款		自助设备还款－同城	M7	9500	31019	Y	635.28	300		20180131	30-1月-18
云南省分行	120141103097650368	司法诉讼	贺志勇	6222530593685493	0590011130109024215	059	20180128	10	10	54995.03	67323.24	20161114	否	1	人民币元	正常还款		信用卡还款	M7	55115.03	10214	Y	634.41	10		20180130	29-1月-18
云南省分行	120150818121840710	司法诉讼	孙邦齐	6226560599587589	0590011130112480211	059	20180129	10	10	63895.07	64852.91	20180104	否	1	人民币元	正常还款		信用卡还款	M7	63905.07	25	N	634.28	10		20180130	29-1月-18
云南省分行	120140807091000881	司法诉讼	杨文龙	6222520593732585	0590011130085307775	059	20180129	2	2	3328.46	4269.01	20160816	否	1	人民币元	正常还款		信用卡还款	M7	3346.46	10513	Y	634.28	2		20180130	29-1月-18
云南省分行	120110224022643763	司法诉讼	吴勇	5218990590499017	0590011130014580712	059	20180128	10	10	2881.7	7661.66	20121024	否	1	人民币元	正常还款		信用卡还款	M7	3581.7	50304	Y	634.41	10		20180129	28-1月-18
云南省分行	120150827122439109	司法诉讼	徐晓茜	6222530599182701	0590011130118259651	059	20180128	200	200	89238.54	98881.68	20170705	否	1	人民币元	正常还款		信用卡还款	M7	90338.54	623	N	634.41	200		20180129	28-1月-18
云南省分行	120150827122439109	司法诉讼	徐晓茜	6222530599182701	0590011130118259651	059	20180128	100	100	89238.54	98881.68	20170705	否	1	人民币元	正常还款		信用卡还款	M7	90338.54	623	N	634.41	100		20180129	28-1月-18
云南省分行	120151022127358680	司法诉讼	杜丹丹	6222530594386414	0590011130108520226	059	20180128	20	20	48180.12	49603.6	20171205	否	1	人民币元	正常还款		信用卡还款	M7	48240.12	123	N	634.41	20		20180129	28-1月-18
云南省分行	120121013047597473	司法诉讼	李加良	6222520592484774	0590011130103710713	059	20180128	500	500	0	2453.92	20140515	否	1	人民币元	正常还款		信用卡还款	M7	19108	30813	Y	634.41	500		20180129	28-1月-18
